date,election,state,seat,ballot_order,candidate_uid,name_on_ballot,name,sex,ethnicity,age,party_on_ballot,party_uid,party,coalition_uid,coalition,votes,votes_perc,rank,result
2004-03-21,GE-11,Perak,P.070 Kampar,2,MRFF3,Tan Sri Hew See Yong,Hew See Tong,M,Chinese,73,BN,003-MCA,MCA,001-BN,BN,23129,62.905243690165356,1,won
2004-03-21,GE-11,Perak,P.071 Gopeng,1,DX3AH,Tan Sri Dr Ting Chew Peh,Ting Chew Peh,M,Chinese,61,BN,003-MCA,MCA,001-BN,BN,30312,66.12276951267397,1,won
2004-03-21,GE-11,Perak,P.071 Gopeng,2,DBJC4,Dr Lee Boon Chye,Lee Boon Chye,M,Chinese,45,PKR,078-PKR,PKR,007-BA,BA,15530,33.87723048732603,2,lost
2004-03-21,GE-11,Perak,P.072 Tapah,1,GS8ED,Dr Mohd Radzi Othman,Mohd Radzi Othman,M,Malay,-1,PAS,004-PAS,PAS,007-BA,BA,7359,30.27896642527979,2,lost
2004-03-21,GE-11,Perak,P.072 Tapah,2,YSZMJ,Datuk S Veerasingam,Veerasingam a/l Suppiah,M,Indian,63,BN,002-MIC,MIC,001-BN,BN,16945,69.72103357472021,1,won
2004-03-21,GE-11,Perak,P.073 Pasir Salak,1,YRYS5,Muhaimin Sulam,Muhaimin bin Sulam,M,Malay,40,PAS,004-PAS,PAS,007-BA,BA,10875,35.89464303396376,2,lost
2004-03-21,GE-11,Perak,P.073 Pasir Salak,2,0PFZJ,Tan Sri Ramli Ngah Talib,Ramli bin Ngah Talib,M,Malay,63,BN,001-UMNO,UMNO,001-BN,BN,19422,64.10535696603624,1,won
2004-03-21,GE-11,Perak,P.074 Lumut,1,3CF2A,Kong Cho Ha,Kong Cho Ha,M,Chinese,54,BN,003-MCA,MCA,001-BN,BN,27415,63.43715290633099,1,won
2004-03-21,GE-11,Perak,P.074 Lumut,2,VBYQ0,Mustafa Kamil Ayub,Mustaffa Kamil bin Ayub,M,Malay,41,PKR,078-PKR,PKR,007-BA,BA,15801,36.562847093669006,2,lost
2004-03-21,GE-11,Perak,P.075 Bagan Datok,1,YGBJT,Datuk Ahmad Zahid Hamidi,Ahmad Zahid bin Hamidi,M,Malay,51,BN,001-UMNO,UMNO,001-BN,BN,17049,79.08066236838444,1,won
2004-03-21,GE-11,Perak,P.075 Bagan Datok,2,M6YGP,A Ayadhurai,Ayyathurai a/l Achutharaman,M,Indian,-1,PKR,078-PKR,PKR,007-BA,BA,4510,20.919337631615566,2,lost
2004-03-21,GE-11,Perak,P.076 Telok Intan,1,DTPEW,N Gobalakrishnan,Gobalakrishnan a/l Nagapan,M,Indian,44,PKR,078-PKR,PKR,007-BA,BA,6128,18.115706388387977,3,lost
2004-03-21,GE-11,Perak,P.076 Telok Intan,2,V2AN8,Wu Him Ven,Wu Him Ven,M,Chinese,40,DAP,021-DAP,DAP,000-ALONE,ALONE,8829,26.100452301416027,2,lost
2004-03-21,GE-11,Perak,P.076 Telok Intan,3,Y7DH6,Mah Siew Keong,Mah Siew Keong,M,Chinese,43,BN,026-GERAKAN,GERAKAN,001-BN,BN,18870,55.78384131019599,1,won
2004-03-21,GE-11,Perak,P.077 Tanjong Malim,1,YG0QH,Shamsuddin Abdul Rahman,Shamsuddin Abdul Rahman,M,Malay,-1,PKR,078-PKR,PKR,007-BA,BA,9590,28.311634635255217,2,lost
2004-03-21,GE-11,Perak,P.077 Tanjong Malim,2,4PD9Y,Datuk Loke Yuen Yow,Loke Yuen Yow,M,Chinese,52,BN,003-MCA,MCA,001-BN,BN,24283,71.68836536474478,1,won
2004-03-21,GE-11,Pahang,P.078 Cameron Highlands,1,5NBS4,Apalasamy A/L Jataliah,Apalasamy a/l Jataliah,M,Indian,54,DAP,021-DAP,DAP,000-ALONE,ALONE,3966,27.945321307779032,2,lost
2004-03-21,GE-11,Pahang,P.078 Cameron Highlands,2,1XPST,Devamany A/L Krishnasamy,Devamany a/l S. Krishnasamy,M,Indian,46,BN,002-MIC,MIC,001-BN,BN,10226,72.05467869222097,1,won
2004-03-21,GE-11,Pahang,P.079 Lipis,1,YR8S1,Mohd Zai Mustafa,Mohd Zai bin Mustafa,M,Malay,37,PAS,004-PAS,PAS,007-BA,BA,6246,31.049910518989858,2,lost
2004-03-21,GE-11,Pahang,P.079 Lipis,2,5BCW3,Mohamad Shahrum Osman,Mohamad Shahrum bin Osman,M,Malay,51,BN,001-UMNO,UMNO,001-BN,BN,13870,68.95008948101015,1,won
2004-03-21,GE-11,Pahang,P.080 Raub,1,99K1C,Datuk Dr Ng Yen Yen,Ng Yen Yen,F,Chinese,58,BN,003-MCA,MCA,001-BN,BN,20472,65.77983420088684,1,won
2004-03-21,GE-11,Pahang,P.080 Raub,2,FB5WF,Choong Siew Oon,Choong Siew Onn,M,Chinese,36,DAP,021-DAP,DAP,000-ALONE,ALONE,10650,34.22016579911317,2,lost
2004-03-21,GE-11,Pahang,P.081 Jerantut,1,8S2YC,Dr Hamzah Jaafar,Hamzah bin Jaaffar,M,Malay,39,PAS,004-PAS,PAS,007-BA,BA,12892,37.65076954528197,2,lost
2004-03-21,GE-11,Pahang,P.081 Jerantut,2,46YBX,Datuk Seri Tengku Azlan Sultan Abu Bakar,Tengku Azlan Ibni Sultan Abu Bakar,M,Malay,55,BN,001-UMNO,UMNO,001-BN,BN,21349,62.34923045471803,1,won
2004-03-21,GE-11,Pahang,P.082 Indera Mahkota,1,YR85X,Dzulkifli Ismail,Dzulkifli Ismail,M,Malay,-1,PKR,078-PKR,PKR,007-BA,BA,10948,30.305882352941175,2,lost
2004-03-21,GE-11,Pahang,P.082 Indera Mahkota,2,C6S0N,Datuk Wan Adnan Wan Mamat,Wan Adnan bin Wan Mamat,M,Malay,44,BN,001-UMNO,UMNO,001-BN,BN,25177,69.69411764705883,1,won
2004-03-21,GE-11,Pahang,P.083 Kuantan,1,CQ93N,Fuziah Salleh,Fuziah binti Salleh,F,Malay,45,PKR,078-PKR,PKR,007-BA,BA,12177,36.34816871138175,2,lost
2004-03-21,GE-11,Pahang,P.083 Kuantan,2,HA3CP,Datuk Fu Ah Kiow,Fu Ah Kiow,M,Chinese,55,BN,003-MCA,MCA,001-BN,BN,21324,63.651831288618254,1,won
2004-03-21,GE-11,Pahang,P.084 Paya Besar,1,K2TVS,Datuk Seri Dr Siti Zaharah Sulaiman,Siti Zaharah binti Sulaiman,F,Malay,55,BN,001-UMNO,UMNO,001-BN,BN,20474,72.01547660921561,1,won
2004-03-21,GE-11,Pahang,P.084 Paya Besar,2,CPK3H,Saari Sungib,Saari bin Sungib,M,Malay,47,PKR,078-PKR,PKR,007-BA,BA,7956,27.984523390784382,2,lost
2004-03-21,GE-11,Pahang,P.085 Pekan,1,A1MW6,Datuk Seri Mohd Najib Tun Abdul Razak,Najib bin Abdul Razak,M,Malay,51,BN,001-UMNO,UMNO,001-BN,BN,31956,77.9604781654062,1,won
2004-03-21,GE-11,Pahang,P.085 Pekan,2,FMF2Y,Brig Jen (B) Datuk Zakaria Dahlan,Zakaria Dahlan,M,Malay,-1,PAS,004-PAS,PAS,007-BA,BA,9034,22.039521834593803,2,lost
2004-03-21,GE-11,Pahang,P.086 Maran,1,K2557,Ismail Abdul Muttalib,Ismail bin Abdul Muttalib,M,Malay,50,BN,001-UMNO,UMNO,001-BN,BN,15725,64.95786516853933,1,won
2004-03-21,GE-11,Pahang,P.086 Maran,2,EQXRZ,Datuk Tuan Ibrahim Tuan Man,Tuan Ibrahim bin Tuan Man,M,Malay,44,PAS,004-PAS,PAS,007-BA,BA,8483,35.04213483146067,2,lost
2004-03-21,GE-11,Pahang,P.087 Kuala Krau,1,PFV7G,Musaniff Ab Rahman,Musaniff bin Abdul Rahman,M,Malay,40,PAS,004-PAS,PAS,007-BA,BA,8670,35.11400915313272,2,lost
2004-03-21,GE-11,Pahang,P.087 Kuala Krau,2,SXH9S,Ismail Mohamed Said,Ismail bin Mohamed Said,M,Malay,39,BN,001-UMNO,UMNO,001-BN,BN,16021,64.88599084686729,1,won
2004-03-21,GE-11,Pahang,P.088 Temerloh,1,3A26N,Idris Omar,Idris bin Omar,M,Malay,69,PAS,004-PAS,PAS,007-BA,BA,12026,32.80504105403857,2,lost
2004-03-21,GE-11,Pahang,P.088 Temerloh,2,QXXFW,Datuk Mohd Sarit Yusoh,Mohd Sarit bin Yusoh,M,Malay,53,BN,001-UMNO,UMNO,001-BN,BN,24633,67.19495894596143,1,won
2004-03-21,GE-11,Pahang,P.089 Bentong,1,XVQF2,Liow Tiong Lai,Liow Tiong Lai,M,Chinese,43,BN,003-MCA,MCA,001-BN,BN,27144,72.48257630377313,1,won
2004-03-21,GE-11,Pahang,P.089 Bentong,2,523NM,Abub Bakar Lebai Sudin,Abu Bakar bin Lebai Sudin,M,Malay,63,DAP,021-DAP,DAP,000-ALONE,ALONE,10305,27.517423696226867,2,lost
2004-03-21,GE-11,Pahang,P.090 Bera,1,19DHB,Dr Abdul Wahab Ismail,Abdul Wahab bin Ismail,M,Malay,50,PAS,004-PAS,PAS,007-BA,BA,12590,41.74126384192029,2,lost
2004-03-21,GE-11,Pahang,P.090 Bera,2,XB7C2,Ismail Sabri Yaakob,Ismail Sabri bin Yaakob,M,Malay,44,BN,001-UMNO,UMNO,001-BN,BN,17572,58.25873615807971,1,won
2004-03-21,GE-11,Pahang,P.091 Rompin,1,H0TFS,Sukri Ahmad,Sukri bin Ahmad,M,Malay,39,PAS,004-PAS,PAS,007-BA,BA,10009,34.08131299373468,2,lost
2004-03-21,GE-11,Pahang,P.091 Rompin,2,KKP3M,Datuk Dr Jamaluddin Mohd Jarjis,Jamaluddin bin Mohd Jarjis,M,Malay,53,BN,001-UMNO,UMNO,001-BN,BN,19359,65.91868700626532,1,won
2004-03-21,GE-11,Selangor,P.092 Sabak Bernam,1,YQJRX,Datuk Mat Yasir Ikhsan,Mat Yasir bin Ikhsan,M,Malay,57,BN,001-UMNO,UMNO,001-BN,BN,13826,61.98888091822094,1,won
2004-03-21,GE-11,Selangor,P.092 Sabak Bernam,2,CN739,Badrul Amin Bahron,Badrulamin bin Bahron (Badrul Amin),M,Malay,43,PKR,078-PKR,PKR,007-BA,BA,8478,38.01111908177906,2,lost
2004-03-21,GE-11,Selangor,P.093 Sungai Besar,1,5JYXF,Sallehen Mukhyi,Sallehen bin Mukhyi,M,Malay,37,PAS,004-PAS,PAS,007-BA,BA,7988,34.2465166130761,2,lost
2004-03-21,GE-11,Selangor,P.093 Sungai Besar,2,46KGM,Noriah Kasnon,Noriah binti Kasnon,F,Malay,40,BN,001-UMNO,UMNO,001-BN,BN,15337,65.7534833869239,1,won
2004-03-21,GE-11,Selangor,P.094 Hulu Selangor,1,ZVP48,Datuk Ismail Kamus,Ismail bin Kamus,M,Malay,56,PAS,004-PAS,PAS,007-BA,BA,13324,32.39405800977365,2,lost
2004-03-21,GE-11,Selangor,P.094 Hulu Selangor,2,XWRAF,Datuk G Palanivel,Palanivel a/l K. Govindasamy,M,Indian,55,BN,002-MIC,MIC,001-BN,BN,27807,67.60594199022634,1,won
2004-03-21,GE-11,Selangor,P.095 Tanjong Karang,1,B2AGF,Datuk Noh Omar,Noh Omar,M,Malay,46,BN,001-UMNO,UMNO,001-BN,BN,17750,67.00135890080024,1,won
2004-03-21,GE-11,Selangor,P.095 Tanjong Karang,2,7M9JX,Abdul Ghani Samsudin,Abdul Ghani bin Samsudin,M,Malay,58,PAS,004-PAS,PAS,007-BA,BA,8742,32.99864109919976,2,lost
2004-03-21,GE-11,Selangor,P.096 Kuala Selangor,1,B1ZN6,Raja Kamaruddin Raja Abdul Wahid,Raja Kamaruddin Raja Abdul Wahid,M,Malay,55,PKR,078-PKR,PKR,007-BA,BA,8339,27.485168094924195,2,lost
2004-03-21,GE-11,Selangor,P.096 Kuala Selangor,2,EFNQF,Mohd Daud Taripeh,Mohd Daud bin Tarihep,M,Malay,52,BN,001-UMNO,UMNO,001-BN,BN,22001,72.51483190507581,1,won
2004-03-21,GE-11,Selangor,P.097 Selayang,1,2T7T7,Datuk Chan Kong Choy,Chan Kong Choy,M,Chinese,49,BN,003-MCA,MCA,001-BN,BN,36343,73.47957945814801,1,won
2004-03-21,GE-11,Selangor,P.097 Selayang,2,HXBSR,Koh Swe Yong,Koh Swe Yong,M,Chinese,53,PKR,078-PKR,PKR,007-BA,BA,13117,26.520420541852,2,lost
2004-03-21,GE-11,Selangor,P.098 Gombak,1,NB1W1,Dr Raman Ismail,Raman bin Ismail,M,Malay,45,BN,001-UMNO,UMNO,001-BN,BN,39870,59.92514992560083,1,won
2004-03-21,GE-11,Selangor,P.098 Gombak,2,WPY3K,Dr Mohd Hatta Md Ramli,Mohd Hatta bin Md. Ramli,M,Malay,48,PAS,004-PAS,PAS,007-BA,BA,26663,40.07485007439917,2,lost
2004-03-21,GE-11,Selangor,P.099 Ampang,1,RRQYA,Dr Rozaidah Talib,Rozaidah binti Talib,F,Malay,41,BN,001-UMNO,UMNO,001-BN,BN,33214,71.12814802124379,1,won
2004-03-21,GE-11,Selangor,P.099 Ampang,2,W6E0K,Dr A Xavier Jayakumar,Xavier Jayakumar a/l Arulanandam,M,Indian,51,PKR,078-PKR,PKR,007-BA,BA,13482,28.871851978756208,2,lost
2004-03-21,GE-11,Selangor,P.100 Pandan,1,A4RB3,Iskandar Abdul Samad,Iskandar bin Abdul Samad,M,Malay,43,PAS,004-PAS,PAS,007-BA,BA,12609,32.05949656750572,2,lost
2004-03-21,GE-11,Selangor,P.100 Pandan,2,85THA,Datuk Ong Tee Keat,Ong Tee Keat,M,Chinese,48,BN,003-MCA,MCA,001-BN,BN,26721,67.94050343249428,1,won
2004-03-21,GE-11,Selangor,P.101 Hulu Langat,1,ZM42W,Markiman Kobiran,Markiman bin Kobiran,M,Malay,47,BN,001-UMNO,UMNO,001-BN,BN,40937,69.27085977291571,1,won
2004-03-21,GE-11,Selangor,P.101 Hulu Langat,2,31T55,Datuk Yeop Adlan Che Rose,Yeop Adlan bin Che Rose,M,Malay,61,PAS,004-PAS,PAS,007-BA,BA,18160,30.729140227084283,2,lost
2004-03-21,GE-11,Selangor,P.102 Serdang,1,FAFWB,Wong Kok Yew,Wong Kok Yew,M,Chinese,42,DAP,021-DAP,DAP,000-ALONE,ALONE,23215,40.226997054236705,2,lost
2004-03-21,GE-11,Selangor,P.102 Serdang,2,NAB8S,Datuk Yap Pian Hon,Yap Pian Hon,M,Chinese,61,BN,003-MCA,MCA,001-BN,BN,34495,59.773002945763295,1,won
2004-03-21,GE-11,Selangor,P.103 Puchong,1,6FG7E,Wong Choong Yun,Wong Choong Yun,M,Chinese,66,DAP,021-DAP,DAP,000-ALONE,ALONE,9185,23.028707534160713,3,lost
2004-03-21,GE-11,Selangor,P.103 Puchong,2,9X69Q,Dr Azmi Jamion @ Jemingon,Azmi bin Jamion,M,Malay,47,PAS,004-PAS,PAS,007-BA,BA,9409,23.59032217625674,2,lost
2004-03-21,GE-11,Selangor,P.103 Puchong,3,DAWC0,Lau Yeng Peng,Lau Yeng Peng,F,Chinese,33,BN,026-GERAKAN,GERAKAN,001-BN,BN,21291,53.38097028958255,1,won
2004-03-21,GE-11,Selangor,P.104 Kelana Jaya,1,18C2T,Syed Shahir Syed Mohamed,Syed Shahir bin Syed Mohamud,M,Malay,52,PKR,078-PKR,PKR,007-BA,BA,14275,28.4810757965723,2,lost
2004-03-21,GE-11,Selangor,P.104 Kelana Jaya,2,GRJE9,Loh Seng Kok,Loh Seng Kok,M,Chinese,42,BN,003-MCA,MCA,001-BN,BN,35846,71.5189242034277,1,won
2004-03-21,GE-11,Selangor,P.105 Petaling Jaya Selatan,1,04M5W,R Sivarasa,Sivarasa a/l K. Rasiah,M,Indian,48,PKR,078-PKR,PKR,007-BA,BA,13638,28.008707795941838,2,lost
2004-03-21,GE-11,Selangor,P.105 Petaling Jaya Selatan,2,DB779,Datuk Donald Lim Siang Chai,Lim Siang Chai,M,Chinese,49,BN,003-MCA,MCA,001-BN,BN,35054,71.99129220405817,1,won
2004-03-21,GE-11,Selangor,P.106 Petaling Jaya Utara,1,700AE,Ronnie Liu Tian Khiew,Ronnie Liu Tian Khiew,M,Chinese,46,DAP,021-DAP,DAP,000-ALONE,ALONE,19379,37.41047470126059,2,lost
2004-03-21,GE-11,Selangor,P.106 Petaling Jaya Utara,2,ADPCQ,Chew Mei Fun,Chew Mei Fun,F,Chinese,40,BN,003-MCA,MCA,001-BN,BN,32422,62.5895252987394,1,won
2004-03-21,GE-11,Selangor,P.107 Subang,1,M68GJ,Mohd Nasir Hashim,Mohd Nasir bin Hashim,M,Malay,58,PKR,078-PKR,PKR,007-BA,BA,17481,34.66939034548411,2,lost
2004-03-21,GE-11,Selangor,P.107 Subang,2,R4ENV,Tan Sri Ks Nijhar,Karnail Singh Nijhar a/l Amar Singh,M,Indian,68,BN,002-MIC,MIC,001-BN,BN,32941,65.33060965451588,1,won
2004-03-21,GE-11,Selangor,P.108 Shah Alam,1,0TZ55,Khalid Abdul Samad,Khalid bin Abdul Samad,M,Malay,47,PAS,004-PAS,PAS,007-BA,BA,19007,36.96134100808961,2,lost
2004-03-21,GE-11,Selangor,P.108 Shah Alam,2,QKYJV,Datuk Abdul Aziz Shamsuddin,Abdul Aziz bin Shamsuddin,M,Malay,66,BN,001-UMNO,UMNO,001-BN,BN,32417,63.03865899191039,1,won
2004-03-21,GE-11,Selangor,P.109 Kapar,1,V1MN4,Ang Hiok Gai,Ang Hiok Gai,M,Chinese,47,PKR,078-PKR,PKR,007-BA,BA,29419,40.06618908833383,2,lost
2004-03-21,GE-11,Selangor,P.109 Kapar,2,2DGWP,P Komaladevi,Komala Devi a/p M Perumal,F,Indian,50,BN,002-MIC,MIC,001-BN,BN,44007,59.933810911666164,1,won
2004-03-21,GE-11,Selangor,P.110 Klang,1,JEWR5,Datin Paduka Dr Tan Yee Kew,Tan Yee Kew,F,Chinese,51,BN,003-MCA,MCA,001-BN,BN,32138,63.02186488871458,1,won
2004-03-21,GE-11,Selangor,P.110 Klang,2,H92H9,Dr Wong Ang Peng,Wong Ang Peng,M,Chinese,48,DAP,021-DAP,DAP,000-ALONE,ALONE,18857,36.97813511128542,2,lost
2004-03-21,GE-11,Selangor,P.111 Kota Raja,1,YFAQD,Dr Mariah Mahmud,Siti Mariah binti Mahmud,F,Malay,46,PAS,004-PAS,PAS,007-BA,BA,16137,36.574420344053856,2,lost
2004-03-21,GE-11,Selangor,P.111 Kota Raja,2,1X0SP,T Krisnasami,Krisnasamy a/l Thevarayan,M,Indian,46,BEBAS,000-BEBAS,BEBAS,000-ALONE,ALONE,3608,8.17751184243331,3,lost_deposit
2004-03-21,GE-11,Selangor,P.111 Kota Raja,3,5APVZ,S Vigneswaran,Vigneswaran a/l Sanasee,M,Indian,39,BN,002-MIC,MIC,001-BN,BN,24376,55.24806781351283,1,won
2004-03-21,GE-11,Selangor,P.112 Kuala Langat,1,YFNJP,Datuk Dr Shafie Mohd Salleh,Shafie bin Mohd Salleh,M,Malay,58,BN,001-UMNO,UMNO,001-BN,BN,34118,72.99373141353416,1,won
2004-03-21,GE-11,Selangor,P.112 Kuala Langat,2,8RCY8,Zulkifli Noordin,Zulkifli bin Noordin,M,Malay,42,PKR,078-PKR,PKR,007-BA,BA,12623,27.006268586465843,2,lost
2004-03-21,GE-11,Selangor,P.113 Sepang,1,G495T,Mohamed Makki Ahmad,Mohamed Makki bin Ahmad,M,Malay,49,PAS,004-PAS,PAS,007-BA,BA,11918,27.928666838516158,2,lost
2004-03-21,GE-11,Selangor,P.113 Sepang,2,Y5BGT,Datuk Mohd Zin Mohamed,Mohd Zin bin Mohamed,M,Malay,51,BN,001-UMNO,UMNO,001-BN,BN,30755,72.07133316148384,1,won
2004-03-21,GE-11,W.P. Kuala Lumpur,P.114 Kepong,1,4AC2Z,Dr Tan Seng Giaw,Tan Seng Giaw,M,Chinese,62,DAP,021-DAP,DAP,000-ALONE,ALONE,23282,52.07336166405726,1,won
2004-03-21,GE-11,W.P. Kuala Lumpur,P.114 Kepong,2,PZNAC,Ma Woei Chyi,Ma Woei Chyi,M,Chinese,33,BN,026-GERAKAN,GERAKAN,001-BN,BN,21428,47.92663833594274,2,lost
2004-03-21,GE-11,W.P. Kuala Lumpur,P.115 Batu,1,GE82V,Ng Lip Yong @ Ng Lip Sat,Ng Lip Yong,M,Chinese,54,BN,026-GERAKAN,GERAKAN,001-BN,BN,28718,62.54056055227684,1,won
2004-03-21,GE-11,W.P. Kuala Lumpur,P.115 Batu,2,MP2KE,Chua Tian Chang,Chua Tian Chang (Tian Chua),M,Chinese,41,PKR,078-PKR,PKR,007-BA,BA,17201,37.45943944772316,2,lost
2004-03-21,GE-11,W.P. Kuala Lumpur,P.116 Wangsa Maju,1,C630H,Yew Teong Look,Yew Teong Look,M,Chinese,48,BN,003-MCA,MCA,001-BN,BN,23135,64.11251212415131,1,won
2004-03-21,GE-11,W.P. Kuala Lumpur,P.116 Wangsa Maju,2,FKS2T,Sahri Bahari,Sahri bin Bahari,M,Malay,45,PKR,078-PKR,PKR,007-BA,BA,12950,35.88748787584869,2,lost
2004-03-21,GE-11,W.P. Kuala Lumpur,P.117 Segambut,1,K1F53,Kuan Perk Siong,Kuan Perk Siong,M,Chinese,29,DAP,021-DAP,DAP,000-ALONE,ALONE,11093,28.331715788935995,2,lost
2004-03-21,GE-11,W.P. Kuala Lumpur,P.117 Segambut,2,PFG2N,Dr Tan Kee Kwong,Tan Kee Kwong,M,Chinese,57,BN,026-GERAKAN,GERAKAN,001-BN,BN,28061,71.668284211064,1,won
2004-03-21,GE-11,W.P. Kuala Lumpur,P.118 Setiawangsa,1,TDBCN,Datuk Zulhasnan Rafique,Zulhasnan bin Rafique,M,Malay,50,BN,001-UMNO,UMNO,001-BN,BN,27757,77.4361835681406,1,won
2004-03-21,GE-11,W.P. Kuala Lumpur,P.118 Setiawangsa,2,PF57C,Mejar (B) Abdul Rashid Hassan Basri,Abdul Rashid bin Hassan Basri,M,Malay,50,PAS,004-PAS,PAS,007-BA,BA,8088,22.563816431859397,2,lost
2004-03-21,GE-11,W.P. Kuala Lumpur,P.119 Titiwangsa,1,SWV9N,Datuk Astaman Abdul Aziz,Datuk Astaman bin Abdul Aziz,M,Malay,51,BN,001-UMNO,UMNO,001-BN,BN,22910,67.37244522864285,1,won
2004-03-21,GE-11,W.P. Kuala Lumpur,P.119 Titiwangsa,2,18QH7,Mohamad Noor Mohamad,Mohamad Noor bin Mohamad,M,Malay,46,PAS,004-PAS,PAS,007-BA,BA,11095,32.627554771357154,2,lost
2004-03-21,GE-11,W.P. Kuala Lumpur,P.120 Bukit Bintang,1,9XW09,Wee Choo Keong,Wee Choo Keong,M,Chinese,51,MDP,073-MDP,MDP,000-ALONE,ALONE,1107,2.828236376178432,3,lost_deposit
2004-03-21,GE-11,W.P. Kuala Lumpur,P.120 Bukit Bintang,2,G1GVR,Fong Kui Lun,Fong Kui Lun,M,Chinese,58,DAP,021-DAP,DAP,000-ALONE,ALONE,19103,48.80560026570604,1,won
2004-03-21,GE-11,W.P. Kuala Lumpur,P.120 Bukit Bintang,3,4PDKG,Billi Lim Peng Soon,Billi Lim Peng Soon,M,Chinese,54,BEBAS,000-BEBAS,BEBAS,000-ALONE,ALONE,132,0.33724227791829536,4,lost_deposit
2004-03-21,GE-11,W.P. Kuala Lumpur,P.120 Bukit Bintang,4,XAHBY,Tan Chew Mooi,Tan Chew Mooi,F,Chinese,38,BN,003-MCA,MCA,001-BN,BN,18799,48.028921080197236,2,lost
2004-03-21,GE-11,W.P. Kuala Lumpur,P.121 Lembah Pantai,1,8RQSH,Sanusi Osman,Sanusi bin Osman,M,Malay,69,PKR,078-PKR,PKR,007-BA,BA,11186,29.702602230483272,2,lost
2004-03-21,GE-11,W.P. Kuala Lumpur,P.121 Lembah Pantai,2,468BS,Datuk Seri Shahrizat Abdul Jalil,Shahrizat binti Abdul Jalil,F,Malay,51,BN,001-UMNO,UMNO,001-BN,BN,26474,70.29739776951673,1,won
2004-03-21,GE-11,W.P. Kuala Lumpur,P.122 Seputeh,1,HYCN5,Teresa Kok Suh Sim,Teresa Kok Suh Sim,F,Chinese,40,DAP,021-DAP,DAP,000-ALONE,ALONE,33197,62.051627133217444,1,won
2004-03-21,GE-11,W.P. Kuala Lumpur,P.122 Seputeh,2,0R7E7,Chin Yen Foo,Chin Yen Foo,M,Chinese,44,BN,003-MCA,MCA,001-BN,BN,20302,37.948372866782556,2,lost
2004-03-21,GE-11,W.P. Kuala Lumpur,P.123 Cheras,1,JD5WM,Lee Boon Kok,Lee Boon Kok,M,Chinese,40,BN,003-MCA,MCA,001-BN,BN,17195,37.17757453892889,2,lost
2004-03-21,GE-11,W.P. Kuala Lumpur,P.123 Cheras,2,015VP,Tan Kok Wai,Tan Kok Wai,M,Chinese,47,DAP,021-DAP,DAP,000-ALONE,ALONE,29056,62.822425461071106,1,won
2004-03-21,GE-11,W.P. Kuala Lumpur,P.124 Bandar Tun Razak,1,MQSEZ,Datuk Tan Chai Ho,Tan Chai Ho,M,Chinese,55,BN,003-MCA,MCA,001-BN,BN,33223,67.91430732435249,1,won
2004-03-21,GE-11,W.P. Kuala Lumpur,P.124 Bandar Tun Razak,2,45XGG,Dr Rosli Ibrahim,Rosli Ibrahim,M,Malay,-1,PKR,078-PKR,PKR,007-BA,BA,15696,32.0856926756475,2,lost
2004-03-21,GE-11,W.P. Putrajaya,P.125 Putrajaya,1,7KKJS,Datuk Tengku Adnan Tengku Mansor,Tengku Adnan bin Tengku Mansor,M,Malay,54,BN,001-UMNO,UMNO,001-BN,BN,4086,88.32684824902724,1,won
2004-03-21,GE-11,W.P. Putrajaya,P.125 Putrajaya,2,KH97Z,Abdul Rahman Othman,Abdul Rahman bin Othman,M,Malay,-1,PKR,078-PKR,PKR,007-BA,BA,540,11.673151750972762,2,lost_deposit
2004-03-21,GE-11,Negeri Sembilan,P.126 Jelebu,1,2P3FX,Datuk Seri Dr Rais Yatim,Rais bin Yatim,M,Malay,62,BN,001-UMNO,UMNO,001-BN,BN,20650,77.8657616892911,1,won
2004-03-21,GE-11,Negeri Sembilan,P.126 Jelebu,2,8YJZC,Dr Rosli Yaakop,Rosli bin Yaakop,M,Malay,52,PAS,004-PAS,PAS,007-BA,BA,5870,22.1342383107089,2,lost
2004-03-21,GE-11,Negeri Sembilan,P.127 Jempol,1,SQNTC,Tan Sri Mohamed Isa Abdul Samad,Mohd Isa Abdul Samad,M,Malay,55,BN,001-UMNO,UMNO,001-BN,BN,26360,73.96184062850729,1,won
2004-03-21,GE-11,Negeri Sembilan,P.127 Jempol,2,B19N2,Mohamad Fozi Mohd Zin,Mohamad Fozi bin Md Zain,M,Malay,-1,PAS,004-PAS,PAS,007-BA,BA,9280,26.038159371492704,2,lost
2004-03-21,GE-11,Negeri Sembilan,P.128 Seremban,1,9JVY9,Datuk Hon Choon Kim,Hon Choon Kim,M,Chinese,57,BN,003-MCA,MCA,001-BN,BN,36542,64.28018575851394,1,won
2004-03-21,GE-11,Negeri Sembilan,P.128 Seremban,2,EEZQB,Choong Yen Loong,Choong Yen Loong,M,Chinese,57,DAP,021-DAP,DAP,000-ALONE,ALONE,20306,35.71981424148607,2,lost
2004-03-21,GE-11,Negeri Sembilan,P.129 Kuala Pilah,1,HWNSM,Annuar Mohd Saleh,Annuar bin Mohd Salleh,M,Malay,64,PKR,078-PKR,PKR,007-BA,BA,8763,28.388622521705326,2,lost
2004-03-21,GE-11,Negeri Sembilan,P.129 Kuala Pilah,2,P4G0N,Datuk Hasan Malek,Hasan bin Malek,M,Malay,58,BN,001-UMNO,UMNO,001-BN,BN,22105,71.61137747829467,1,won
